euring_code,scientific_name,language_code,common_name
20040,Phalacrocorax capensis,it,Cormorano del Capo
20040,Phalacrocorax capensis,lt,kapinis kormoranas
20040,Phalacrocorax capensis,nl,Kaapse Aalscholver
20040,Phalacrocorax capensis,no,kappskarv
20040,Phalacrocorax capensis,pl,kormoran przylądkowy
20040,Phalacrocorax capensis,pt,corvo-marinho-do-cabo
20040,Phalacrocorax capensis,ru,Капский баклан
20040,Phalacrocorax capensis,sk,kormorán pobrežný
20040,Phalacrocorax capensis,sr,Kapski vranac
20040,Phalacrocorax capensis,sv,kapskarv
20040,Phalacrocorax capensis,tr,Kap Karabatağı
20040,Phalacrocorax capensis,uk,баклан капський
20050,Passer griseus,cs,vrabec šedohlavý
20050,Passer griseus,da,Gråhovedet Spurv
20050,Passer griseus,de,Graukopfsperling
20050,Passer griseus,en,Northern Grey-headed Sparrow
20050,Passer griseus,es,Gorrión gris
20050,Passer griseus,et,hallvarblane
20050,Passer griseus,fi,tuhkavarpunen
20050,Passer griseus,fr,Moineau gris
20050,Passer griseus,hr,sivoglavi vrabac
20050,Passer griseus,hu,szürkefejű veréb
20050,Passer griseus,it,Passera testagrigia settentrionale
20050,Passer griseus,lt,pilkagalvis žvirblis
20050,Passer griseus,nl,Grijskopmus
20050,Passer griseus,no,landsbyspurv
20050,Passer griseus,pl,wróbel siwogłowy
20050,Passer griseus,pt,pardal-de-cabeça-cinzenta
20050,Passer griseus,ru,Сероголовый воробей
20050,Passer griseus,sk,vrabec sivohlavý
20050,Passer griseus,sr,Sivoglavi vrabac
20050,Passer griseus,sv,bysparv
20050,Passer griseus,tr,Kuzeyli Bozbaş Serçe
20050,Passer griseus,uk,горобець сіроголовий
20060,Pagodroma nivea,cs,buřňák sněžní
20060,Pagodroma nivea,da,Snepetrel
20060,Pagodroma nivea,de,Schneesturmvogel
20060,Pagodroma nivea,en,Snow Petrel
20060,Pagodroma nivea,es,Petrel níveo
20060,Pagodroma nivea,et,lumi-tormilind
20060,Pagodroma nivea,fi,lumimyrskyliitäjä
20060,Pagodroma nivea,fr,Pétrel des neiges
20060,Pagodroma nivea,hr,bijeli zovoj
20060,Pagodroma nivea,hu,hóhojsza
20060,Pagodroma nivea,it,Petrello delle nevi
20060,Pagodroma nivea,lt,snieginis audrašauklis
20060,Pagodroma nivea,nl,Sneeuwstormvogel
20060,Pagodroma nivea,no,snøpetrell
20060,Pagodroma nivea,pl,petrel śnieżny
20060,Pagodroma nivea,pt,pardela-das-neves
20060,Pagodroma nivea,ru,Снежный буревестник
20060,Pagodroma nivea,sk,fulmarčík snežný
20060,Pagodroma nivea,sr,Snežna burnica
20060,Pagodroma nivea,sv,ispetrell
20060,Pagodroma nivea,tr,Ak Fırtınakuşu
20060,Pagodroma nivea,uk,буревісник білий
20070,Chionis albus,cs,štítonos světlezobý
20070,Chionis albus,da,Gulnæbbet Skedenæb
20070,Chionis albus,de,Weißgesicht-Scheidenschnabel
20070,Chionis albus,en,Snowy Sheathbill
20070,Chionis albus,es,Picovaina de las Malvinas
20070,Chionis albus,et,lääne-tuppnokk
20070,Chionis albus,fi,keltatuppinokka
20070,Chionis albus,fr,Chionis blanc
20070,Chionis albus,hr,bjelolica uzdašica
20070,Chionis albus,hu,falklandi tokoscsőrű
20070,Chionis albus,it,Chione niveo
20070,Chionis albus,lt,baltasis makščiasnapis
20070,Chionis albus,nl,Zuidpoolkip
20070,Chionis albus,no,antarktisslirenebb
20070,Chionis albus,pl,pochwodziób żółtodzioby
20070,Chionis albus,pt,bico-de-bainha-antárctico
20070,Chionis albus,ru,Белая ржанка
20070,Chionis albus,sk,belák snežný
20070,Chionis albus,sr,Snežni kanijaš
20070,Chionis albus,sv,gulnäbbad slidnäbb
20070,Chionis albus,tr,Ak Kıngaga
20070,Chionis albus,uk,сніжниця жовтодзьоба
20080,Hirundo lucida,cs,vlaštovka lesklá
20080,Hirundo lucida,da,Rødhalset Svale
20080,Hirundo lucida,de,Singschwalbe
20080,Hirundo lucida,en,Red-chested Swallow
20080,Hirundo lucida,es,Golondrina guineana
20080,Hirundo lucida,et,aafrika suitsupääsuke
20080,Hirundo lucida,fi,guineanhaarapääsky
20080,Hirundo lucida,fr,Hirondelle de Guinée
20080,Hirundo lucida,hr,crvenoprsa lastavica
20080,Hirundo lucida,it,Rondine pettorosso
20080,Hirundo lucida,lt,rausvakrūtė šelmeninė kregždė
20080,Hirundo lucida,nl,Roodkeelzwaluw
20080,Hirundo lucida,no,guineasvale
20080,Hirundo lucida,pl,jaskółka rdzawogardła
20080,Hirundo lucida,pt,andorinha-guineense
20080,Hirundo lucida,ru,Певчая ласточка
20080,Hirundo lucida,sk,lastovička hrdzavohrdlá
20080,Hirundo lucida,sv,guineasvala
20080,Hirundo lucida,tr,Kızıl Gerdanlı Kırlangıç
20080,Hirundo lucida,uk,ластівка червоновола
20090,Thalassarche chrysostoma,bg,Сивоглав албатрос
20090,Thalassarche chrysostoma,cs,albatros šedohlavý
20090,Thalassarche chrysostoma,da,Gråhovedet Albatros
20090,Thalassarche chrysostoma,de,Graukopfalbatros
20090,Thalassarche chrysostoma,en,Grey-headed Albatross
20090,Thalassarche chrysostoma,es,Albatros cabecigrís
20090,Thalassarche chrysostoma,et,hallpea-albatross
20090,Thalassarche chrysostoma,fi,harmaapääalbatrossi
20090,Thalassarche chrysostoma,fr,Albatros à tête grise
20090,Thalassarche chrysostoma,hr,sivoglavi albatros
20090,Thalassarche chrysostoma,hu,szürkefejű albatrosz
20090,Thalassarche chrysostoma,is,Súgtrosi
20090,Thalassarche chrysostoma,it,Albatros testagrigia
20090,Thalassarche chrysostoma,lt,pilkagalvis albatrosas
20090,Thalassarche chrysostoma,nl,Grijskopalbatros
20090,Thalassarche chrysostoma,no,gråhodealbatross
20090,Thalassarche chrysostoma,pl,albatros szarogłowy
20090,Thalassarche chrysostoma,pt,albatroz-de-cabeça-cinzenta
20090,Thalassarche chrysostoma,ru,Сероголовый альбатрос
20090,Thalassarche chrysostoma,sk,albatros sivohlavý
20090,Thalassarche chrysostoma,sl,sivoglavi albatros
20090,Thalassarche chrysostoma,sr,Sivoglavi albatros
20090,Thalassarche chrysostoma,sv,gråhuvad albatross
20090,Thalassarche chrysostoma,tr,Boz Başlı Albatros
20090,Thalassarche chrysostoma,uk,альбатрос сіроголовий
20100,Phoebetria palpebrata,bg,Пепеляв албатрос
20100,Phoebetria palpebrata,cs,albatros světlehřbetý
20100,Phoebetria palpebrata,da,Lys Sodalbatros
20100,Phoebetria palpebrata,de,Graumantelalbatros
20100,Phoebetria palpebrata,en,Light-mantled Albatross
20100,Phoebetria palpebrata,es,Albatros tiznado
20100,Phoebetria palpebrata,et,tuhkalbatross
20100,Phoebetria palpebrata,fi,etelännokialbatrossi
20100,Phoebetria palpebrata,fr,Albatros fuligineux
20100,Phoebetria palpebrata,hr,sivi albatros
20100,Phoebetria palpebrata,hu,kormos albatrosz
20100,Phoebetria palpebrata,it,Albatros mantochiaro
20100,Phoebetria palpebrata,lt,šviesianugaris tamsusis albatrosas
20100,Phoebetria palpebrata,nl,Roetkopalbatros
20100,Phoebetria palpebrata,no,gråalbatross
20100,Phoebetria palpebrata,pl,albatros ciemnogłowy
20100,Phoebetria palpebrata,pt,albatroz-de-manto-claro
20100,Phoebetria palpebrata,ru,Светлоспинный альбатрос
20100,Phoebetria palpebrata,sk,albatros sivochrbtý
20100,Phoebetria palpebrata,sv,ljusryggig albatross
20100,Phoebetria palpebrata,tr,Gri Sırtlı Albatros
20100,Phoebetria palpebrata,uk,альбатрос довгохвостий
20120,Aphrodroma brevirostris,cs,buřňák krátkozobý
20120,Aphrodroma brevirostris,da,Kerguelenpetrel
20120,Aphrodroma brevirostris,de,Kerguelensturmvogel
20120,Aphrodroma brevirostris,en,Kerguelen Petrel
20120,Aphrodroma brevirostris,es,Petrel de las Kerguelen
20120,Aphrodroma brevirostris,et,läik-tormilind
20120,Aphrodroma brevirostris,fi,hopeaviistäjä
20120,Aphrodroma brevirostris,fr,Pétrel des Kerguelen
20120,Aphrodroma brevirostris,hr,kratkokljuni zovoj
20120,Aphrodroma brevirostris,hu,kergueleni hojsza
20120,Aphrodroma brevirostris,it,Petrello delle Kerguelen
20120,Aphrodroma brevirostris,lt,kergeleninis audrašauklis
20120,Aphrodroma brevirostris,nl,Kerguelenstormvogel
20120,Aphrodroma brevirostris,no,sølvvingepetrell
20120,Aphrodroma brevirostris,pl,petrelek popielaty
20120,Aphrodroma brevirostris,pt,freira-de-bico-curto
20120,Aphrodroma brevirostris,ru,Кергеленский тайфунник
20120,Aphrodroma brevirostris,sk,brložník nočný
20120,Aphrodroma brevirostris,sr,Kergelenska burnica
20120,Aphrodroma brevirostris,sv,kerguelenpetrell
20120,Aphrodroma brevirostris,tr,Kerguelen Fırtınakuşu
20120,Aphrodroma brevirostris,uk,тайфунник кергеленський
20130,Fulmarus glacialoides,bg,Южен фулмар
20130,Fulmarus glacialoides,cs,buřňák jižní
20130,Fulmarus glacialoides,da,Sydlig Mallemuk
20130,Fulmarus glacialoides,de,Silbersturmvogel
20130,Fulmarus glacialoides,en,Southern Fulmar
20130,Fulmarus glacialoides,es,Fulmar austral
20130,Fulmarus glacialoides,et,hõbe-tormilind
20130,Fulmarus glacialoides,fi,etelänmyrskylintu
20130,Fulmarus glacialoides,fr,Fulmar argenté
20130,Fulmarus glacialoides,hr,antarktički burnjak
20130,Fulmarus glacialoides,hu,déli sirályhojsza
20130,Fulmarus glacialoides,it,Fulmaro australe
20130,Fulmarus glacialoides,lt,pietinis fulmaras
20130,Fulmarus glacialoides,nl,Grijze Stormvogel
20130,Fulmarus glacialoides,no,sørhavhest
20130,Fulmarus glacialoides,pl,fulmar południowy
20130,Fulmarus glacialoides,pt,fulmar-austral
20130,Fulmarus glacialoides,ru,Антарктический глупыш
20130,Fulmarus glacialoides,sk,fulmar strieborný
20130,Fulmarus glacialoides,sr,Južni burnjak
20130,Fulmarus glacialoides,sv,sydstormfågel
20130,Fulmarus glacialoides,tr,Güney Fırtınakuşu
20130,Fulmarus glacialoides,uk,буревісник південний
20140,Garrodia nereis,cs,buřníček šedohřbetý
20140,Garrodia nereis,da,Grårygget Stormsvale
20140,Garrodia nereis,de,Graurücken-Sturmschwalbe
20140,Garrodia nereis,en,Grey-backed Storm Petrel
20140,Garrodia nereis,es,Paíño dorsigrís
20140,Garrodia nereis,et,rantsaba-tormipääsu
20140,Garrodia nereis,fi,tyrskykeiju
20140,Garrodia nereis,fr,Océanite néréide
20140,Garrodia nereis,hr,sivoleđa burnica
20140,Garrodia nereis,it,Uccello delle tempeste dorsogrigio
20140,Garrodia nereis,lt,pilkanugaris audrašauklis
20140,Garrodia nereis,nl,Grijsrugstormvogeltje
20140,Garrodia nereis,no,gråryggstormsvale
20140,Garrodia nereis,pl,oceannik szarogrzbiety
20140,Garrodia nereis,pt,painho-de-dorso-cinzento
20140,Garrodia nereis,ru,Сероспинная океанида
20140,Garrodia nereis,sk,búrkozvest sivochrbtý
20140,Garrodia nereis,sv,gråryggig havslöpare
20140,Garrodia nereis,tr,Boz Sırtlı Fırtınakırlangıcı
20140,Garrodia nereis,uk,океанник сіроспинний
20150,Porphyrio flavirostris,cs,slípka žlutozobá
20150,Porphyrio flavirostris,da,Gulnæbbet Sultanhøne
20150,Porphyrio flavirostris,de,Azursultanshuhn
20150,Porphyrio flavirostris,en,Azure Gallinule
20150,Porphyrio flavirostris,es,Calamoncillo celeste
20150,Porphyrio flavirostris,et,hele-sultantait
20150,Porphyrio flavirostris,fi,amazonianliejukana
20150,Porphyrio flavirostris,fr,Talève favorite
20150,Porphyrio flavirostris,hr,bjelotrba sultanka
20150,Porphyrio flavirostris,hu,azúr szultántyúk
20150,Porphyrio flavirostris,it,Pollo sultano azzurro
20150,Porphyrio flavirostris,lt,žydroji sultonvištė
20150,Porphyrio flavirostris,nl,Azuurpurperhoen
20150,Porphyrio flavirostris,no,blekpurpurhøne
20150,Porphyrio flavirostris,pl,sułtanka żółtodzioba
20150,Porphyrio flavirostris,pt,caimão-celeste
20150,Porphyrio flavirostris,ru,Лазурная султанка
20150,Porphyrio flavirostris,sk,sultánka lazúrová
20150,Porphyrio flavirostris,sr,Svetlosiva sultanka
20150,Porphyrio flavirostris,sv,azursultanhöna
20150,Porphyrio flavirostris,tr,Sarı Gagalı Sazhorozu
20150,Porphyrio flavirostris,uk,султанка жовтодзьоба
20160,Halobaena caerulea,cs,buřňák modravý
20160,Halobaena caerulea,da,Blå Petrel
20160,Halobaena caerulea,de,Blausturmvogel
20160,Halobaena caerulea,en,Blue Petrel
20160,Halobaena caerulea,es,Petrel azulado
20160,Halobaena caerulea,et,sini-tormilind
20160,Halobaena caerulea,fi,siniliitäjä
20160,Halobaena caerulea,fr,Prion bleu
20160,Halobaena caerulea,hr,bjelogrli zovoj
20160,Halobaena caerulea,hu,kék viharmadár
20160,Halobaena caerulea,it,Petrello azzurro
20160,Halobaena caerulea,lt,mėlynasis audrašauklis
20160,Halobaena caerulea,nl,Blauwe Stormvogel
20160,Halobaena caerulea,no,blåpetrell
20160,Halobaena caerulea,pl,petrelek modry
20160,Halobaena caerulea,pt,pardela-azul
20160,Halobaena caerulea,ru,Голубой буревестник
20160,Halobaena caerulea,sk,hladinár modrý
20160,Halobaena caerulea,sr,Plava burnica
20160,Halobaena caerulea,sv,blåpetrell
20160,Halobaena caerulea,tr,Ak Kuyruklu Priyon
20160,Halobaena caerulea,uk,буревісник блакитний
20170,Pelecanoides urinatrix,cs,buřník obecný
20170,Pelecanoides urinatrix,da,Alkestormfugl
20170,Pelecanoides urinatrix,de,Subantarktis-Lummensturmvogel
20170,Pelecanoides urinatrix,en,Common Diving Petrel
20170,Pelecanoides urinatrix,es,Potoyunco común
20170,Pelecanoides urinatrix,et,tõmmu-torminiglas
20170,Pelecanoides urinatrix,fi,myrskysukeltaja
20170,Pelecanoides urinatrix,fr,Puffinure plongeur
20170,Pelecanoides urinatrix,hr,burnica njorka
20170,Pelecanoides urinatrix,hu,barnahátú bukóhojsza
20170,Pelecanoides urinatrix,it,Petrello tuffatore comune
20170,Pelecanoides urinatrix,lt,paprastasis nardantysis audrašauklis
20170,Pelecanoides urinatrix,nl,Alkstormvogeltje
20170,Pelecanoides urinatrix,no,smalnebbdykkpetrell
20170,Pelecanoides urinatrix,pl,nurzec czarnoskrzydły
20170,Pelecanoides urinatrix,pt,pardela-mergulhadora-comum
20170,Pelecanoides urinatrix,ru,Южный ныряющий буревестник
20170,Pelecanoides urinatrix,sk,pelikánovec bielohrdlý
20170,Pelecanoides urinatrix,sv,smalnäbbad dykpetrell
20170,Pelecanoides urinatrix,tr,Dalıcı Fırtınakuşu
20170,Pelecanoides urinatrix,uk,пуфінур великий
20180,Pelecanoides georgicus,cs,buřník georgijský
20180,Pelecanoides georgicus,da,Sydgeorgisk Alkestormfugl
20180,Pelecanoides georgicus,de,Breitschnabel-Lummensturmvogel
20180,Pelecanoides georgicus,en,South Georgia Diving Petrel
20180,Pelecanoides georgicus,es,Potoyunco de Georgia del Sur
20180,Pelecanoides georgicus,et,väike-torminiglas
20180,Pelecanoides georgicus,fi,pikkumyrskysukeltaja
20180,Pelecanoides georgicus,fr,Puffinure de Géorgie du Sud
20180,Pelecanoides georgicus,hr,zdepasta burnica
20180,Pelecanoides georgicus,hu,szürkehátú bukóhojsza
20180,Pelecanoides georgicus,it,Petrello tuffatore di South Georgia
20180,Pelecanoides georgicus,lt,Pietų Džordžijos nardantysis audrašauklis
20180,Pelecanoides georgicus,nl,Zuid-Georgisch Alkstormvogeltje
20180,Pelecanoides georgicus,no,kortnebbdykkpetrell
20180,Pelecanoides georgicus,pl,nurzec mały
20180,Pelecanoides georgicus,pt,pardela-mergulhadora-da-geórgia-do-sul
20180,Pelecanoides georgicus,ru,Георгийский ныряющий буревестник
20180,Pelecanoides georgicus,sk,pelikánovec širokozobý
20180,Pelecanoides georgicus,sv,brednäbbad dykpetrell
20180,Pelecanoides georgicus,tr,Pelajik Dalıcı Fırtınakuşu
20180,Pelecanoides georgicus,uk,пуфінур георгійський
20190,Leucocarbo atriceps,cs,kormorán modrooký
20190,Leucocarbo atriceps,da,Blåøjet Skarv
20190,Leucocarbo atriceps,de,Kaiserscharbe
20190,Leucocarbo atriceps,en,Imperial Shag
20190,Leucocarbo atriceps,es,Cormorán imperial
20190,Leucocarbo atriceps,et,lõunakormoran (lõunakarbas)
20190,Leucocarbo atriceps,fi,etelänmerimetso
20190,Leucocarbo atriceps,fr,Cormoran impérial
20190,Leucocarbo atriceps,hr,bjelotrbi vranac
20190,Leucocarbo atriceps,hu,kékszemű kárókatona
20190,Leucocarbo atriceps,it,Cormorano imperiale
20190,Leucocarbo atriceps,lt,mėlynakis kormoranas
20190,Leucocarbo atriceps,nl,Keizeraalscholver
20190,Leucocarbo atriceps,no,knoppskarv
20190,Leucocarbo atriceps,pl,kormoran niebieskooki
20190,Leucocarbo atriceps,pt,corvo-marinho-imperial
20190,Leucocarbo atriceps,ru,Голубоглазый баклан
20190,Leucocarbo atriceps,sk,kormorán modrooký
20190,Leucocarbo atriceps,sr,Kraljevski vranac
20190,Leucocarbo atriceps,sv,kejsarskarv
20190,Leucocarbo atriceps,tr,Mavi Gözlü Karabatak
20190,Leucocarbo atriceps,uk,баклан імператорський
20192,Leucocarbo nivalis,en,Heard Island Shag
20193,Leucocarbo georgianus,en,South Georgia Shag
20200,Pygoscelis adeliae,bg,Пингвин на Адели
20200,Pygoscelis adeliae,cs,tučňák kroužkový
20200,Pygoscelis adeliae,da,Adeliepingvin
20200,Pygoscelis adeliae,de,Adeliepinguin
20200,Pygoscelis adeliae,en,Adelie Penguin
20200,Pygoscelis adeliae,es,Pingüino de Adelia
20200,Pygoscelis adeliae,et,adeelia pingviin
20200,Pygoscelis adeliae,fi,jääpingviini
20200,Pygoscelis adeliae,fr,Manchot d’Adélie
20200,Pygoscelis adeliae,hr,adelijski pingvin
20200,Pygoscelis adeliae,hu,Adélie-pingvin
20200,Pygoscelis adeliae,it,Pinguino di Adelia
20200,Pygoscelis adeliae,lt,Adelės Žemės pingvinas
20200,Pygoscelis adeliae,nl,Adéliepinguïn
20200,Pygoscelis adeliae,no,adeliepingvin
20200,Pygoscelis adeliae,pl,pingwin białooki
20200,Pygoscelis adeliae,pt,pinguim-de-adélia
20200,Pygoscelis adeliae,ru,Пингвин Адели
20200,Pygoscelis adeliae,sk,tučniak okatý
20200,Pygoscelis adeliae,sr,Adeli pingvin
20200,Pygoscelis adeliae,sv,adéliepingvin
20200,Pygoscelis adeliae,tr,Adeli Pengueni
20200,Pygoscelis adeliae,uk,пінгвін Аделі
20210,Pygoscelis antarcticus,bg,Антарктически пингвин
20210,Pygoscelis antarcticus,cs,tučňák uzdičkový
20210,Pygoscelis antarcticus,da,Rempingvin
20210,Pygoscelis antarcticus,de,Kehlstreifpinguin
20210,Pygoscelis antarcticus,en,Chinstrap Penguin
20210,Pygoscelis antarcticus,es,Pingüino barbijo
20210,Pygoscelis antarcticus,et,valjaspingviin
20210,Pygoscelis antarcticus,fi,myssypingviini
20210,Pygoscelis antarcticus,fr,Manchot à jugulaire
20210,Pygoscelis antarcticus,hr,ogrličasti pingvin
20210,Pygoscelis antarcticus,hu,állszíjas pingvin
20210,Pygoscelis antarcticus,it,Pinguino dal collare
20210,Pygoscelis antarcticus,lt,antarktinis pingvinas
20210,Pygoscelis antarcticus,nl,Stormbandpinguïn
20210,Pygoscelis antarcticus,no,ringpingvin
20210,Pygoscelis antarcticus,pl,pingwin maskowy
20210,Pygoscelis antarcticus,pt,pinguim-de-barbicha
20210,Pygoscelis antarcticus,ru,Антарктический пингвин
20210,Pygoscelis antarcticus,sk,tučniak čiapočkatý
20210,Pygoscelis antarcticus,sr,Ogrličasti pingvin
20210,Pygoscelis antarcticus,sv,hakremspingvin
20210,Pygoscelis antarcticus,tr,Çember Sakallı Penguen
20210,Pygoscelis antarcticus,uk,пінгвін антарктичний
20220,Pygoscelis papua,bg,Субантарктически пингвин
20220,Pygoscelis papua,cs,tučňák oslí
20220,Pygoscelis papua,da,Æselpingvin
20220,Pygoscelis papua,de,Eselspinguin
20220,Pygoscelis papua,en,Gentoo Penguin
20220,Pygoscelis papua,es,Pingüino juanito
20220,Pygoscelis papua,et,eeselpingviin
20220,Pygoscelis papua,fi,valkokulmapingviini
20220,Pygoscelis papua,fr,Manchot papou
20220,Pygoscelis papua,hr,žutonogi pingvin
20220,Pygoscelis papua,hu,szamárpingvin
20220,Pygoscelis papua,it,Pinguino papua
20220,Pygoscelis papua,lt,papuasinis pingvinas
20220,Pygoscelis papua,nl,Ezelspinguïn
20220,Pygoscelis papua,no,bøylepingvin
20220,Pygoscelis papua,pl,pingwin białobrewy
20220,Pygoscelis papua,pt,pinguim-gentoo
20220,Pygoscelis papua,ru,Ослиный пингвин
20220,Pygoscelis papua,sk,tučniak bieloškvrnový
20220,Pygoscelis papua,sr,Gentu pingvin
20220,Pygoscelis papua,sv,åsnepingvin
20220,Pygoscelis papua,tr,Gento Pengueni
20220,Pygoscelis papua,uk,пінгвін-шкіпер
20230,Phoenicopterus chilensis,bg,Чилийско фламинго
20230,Phoenicopterus chilensis,cs,plameňák chilský
20230,Phoenicopterus chilensis,da,Chileflamingo
20230,Phoenicopterus chilensis,de,Chileflamingo
20230,Phoenicopterus chilensis,en,Chilean Flamingo
20230,Phoenicopterus chilensis,es,Flamenco chileno
20230,Phoenicopterus chilensis,et,lõunaflamingo
20230,Phoenicopterus chilensis,fi,chilenflamingo
20230,Phoenicopterus chilensis,fr,Flamant du Chili
20230,Phoenicopterus chilensis,hr,čilski plamenac
20230,Phoenicopterus chilensis,hu,chilei flamingó
20230,Phoenicopterus chilensis,is,Roðaflæmingi
20230,Phoenicopterus chilensis,it,Fenicottero del Cile
20230,Phoenicopterus chilensis,lt,čilinis flamingas
20230,Phoenicopterus chilensis,lv,Čīles flamingo
20230,Phoenicopterus chilensis,nl,Chileense Flamingo
20230,Phoenicopterus chilensis,no,chileflamingo
20230,Phoenicopterus chilensis,pl,flaming chilijski
20230,Phoenicopterus chilensis,pt,flamingo-chileno
20230,Phoenicopterus chilensis,ru,Чилийский фламинго
20230,Phoenicopterus chilensis,sk,plameniak čilský
20230,Phoenicopterus chilensis,sl,čilski plamenec
20230,Phoenicopterus chilensis,sr,Čileanski plamenac
20230,Phoenicopterus chilensis,sv,chileflamingo
20230,Phoenicopterus chilensis,tr,Şili Flamingosu
20230,Phoenicopterus chilensis,uk,фламінго чилійський
20240,Quelea quelea,bg,Червеноклюн тъкач
20240,Quelea quelea,cs,snovač rudozobý
20240,Quelea quelea,da,Blodnæbsvæver
20240,Quelea quelea,de,Blutschnabelweber
20240,Quelea quelea,en,Red-billed Quelea
20240,Quelea quelea,es,Quelea común
20240,Quelea quelea,et,vilja-kangurlind
20240,Quelea quelea,fi,miljoonakutoja
20240,Quelea quelea,fr,Travailleur à bec rouge
20240,Quelea quelea,hr,crvenokljuna pletilja
20240,Quelea quelea,hu,piroscsőrű szövőmadár
20240,Quelea quelea,is,Grímuvefari
20240,Quelea quelea,it,Quelea beccorosso
20240,Quelea quelea,lt,paprastasis raudonsnapis audėjas
20240,Quelea quelea,nl,Roodbekwever
20240,Quelea quelea,no,blodnebbvever
20240,Quelea quelea,pl,wikłacz czerwonodzioby
20240,Quelea quelea,pt,quelea-de-bico-vermelho
20240,Quelea quelea,ru,Красноклювая квелия
20240,Quelea quelea,sk,pletiarka červenozobá
20240,Quelea quelea,sl,rdečekljuni tkalec
20240,Quelea quelea,sr,Crvenokljuna kvelea
20240,Quelea quelea,sv,blodnäbbsvävare
20240,Quelea quelea,tr,Kırmızı Gagalı Kuela
20240,Quelea quelea,uk,квелія червонодзьоба
20250,Amandava amandava,bg,Тигрова астрилда
20250,Amandava amandava,cs,tygříček tečkovaný
20250,Amandava amandava,da,Tigerfinke
20250,Amandava amandava,de,Tüpfelastrild
20250,Amandava amandava,en,Red Avadavat
20250,Amandava amandava,es,Bengalí rojo
20250,Amandava amandava,et,maasik-amadiin
20250,Amandava amandava,fi,punatiikeripeippo
20250,Amandava amandava,fr,Bengali rouge
20250,Amandava amandava,hr,crvena estrilda
20250,Amandava amandava,hu,tigrispinty
20250,Amandava amandava,is,Tígurstrildi
20250,Amandava amandava,it,Bengalino comune
20250,Amandava amandava,lt,tigrinė astrilda
20250,Amandava amandava,lv,zemeņu žubīte
20250,Amandava amandava,nl,Tijgervink
20250,Amandava amandava,no,tigerastrild
20250,Amandava amandava,pl,bengalik czerwony
20250,Amandava amandava,pt,bengali-vermelho
20250,Amandava amandava,ru,Тигровый астрильд
20250,Amandava amandava,sk,amandava bodkovaná
20250,Amandava amandava,sl,rdeči bengalček
20250,Amandava amandava,sr,Tigrasta zeba
20250,Amandava amandava,sv,röd tigerfink
20250,Amandava amandava,tr,Kırmızı Avadava
20250,Amandava amandava,uk,бенгалик червоний
20260,Lonchura punctulata,bg,Люспогърда амадина
20260,Lonchura punctulata,cs,panenka muškátová
20260,Lonchura punctulata,da,Muskatfinke
20260,Lonchura punctulata,de,Muskatbronzemännchen
20260,Lonchura punctulata,en,Scaly-breasted Munia
20260,Lonchura punctulata,es,Capuchino punteado
20260,Lonchura punctulata,et,võrkamadiin
20260,Lonchura punctulata,fi,suomumanikki
20260,Lonchura punctulata,fr,Capucin damier
20260,Lonchura punctulata,hr,ljuskastoprsa amadina
20260,Lonchura punctulata,hu,muskátpinty
20260,Lonchura punctulata,it,Munia pettosquamato
20260,Lonchura punctulata,lt,dryžoji munija
20260,Lonchura punctulata,lv,garšvielu smailastīte
20260,Lonchura punctulata,nl,Muskaatvink
20260,Lonchura punctulata,no,muskatnonne
20260,Lonchura punctulata,pl,mniszka muszkatowa
20260,Lonchura punctulata,pt,capuchinho-dominó
20260,Lonchura punctulata,ru,Чешуйчатая муния
20260,Lonchura punctulata,sk,mníška muškátová
20260,Lonchura punctulata,sr,Muškat zeba
20260,Lonchura punctulata,sv,fjällig munia
20260,Lonchura punctulata,tr,Pullu Munya
20260,Lonchura punctulata,uk,мунія іржаста
20270,Estrilda troglodytes,bg,Чернокръста астрилда
20270,Estrilda troglodytes,cs,astrild sahelský
20270,Estrilda troglodytes,da,Gråastrild
20270,Estrilda troglodytes,de,Grauastrild
20270,Estrilda troglodytes,en,Black-rumped Waxbill
20270,Estrilda troglodytes,es,Estrilda culinegra
20270,Estrilda troglodytes,et,savanniamadiin
20270,Estrilda troglodytes,fi,sahelinvahanokka
20270,Estrilda troglodytes,fr,Astrild cendré
20270,Estrilda troglodytes,hr,savanska estrilda
20270,Estrilda troglodytes,hu,korallcsőrű asztrild
20270,Estrilda troglodytes,it,Astrilde becco di corallo
20270,Estrilda troglodytes,lt,pilkoji astrilda
20270,Estrilda troglodytes,nl,Napoleonnetje
20270,Estrilda troglodytes,no,gråastrild
20270,Estrilda troglodytes,pl,astryld czarnorzytny
20270,Estrilda troglodytes,pt,bico-de-lacre-d'uropígio-preto
20270,Estrilda troglodytes,ru,Серый астрильд
20270,Estrilda troglodytes,sk,astrilda sivá
20270,Estrilda troglodytes,sr,Siva astrilda
20270,Estrilda troglodytes,sv,svartgumpad astrild
20270,Estrilda troglodytes,tr,Gri Mumgaga
20270,Estrilda troglodytes,uk,астрильд сірий
20291,Lonchura malacca,cs,panenka tříbarvá
20291,Lonchura malacca,da,Trefarvet Nonne
20291,Lonchura malacca,de,Dreifarbnonne
20291,Lonchura malacca,en,Tricolored Munia
20291,Lonchura malacca,es,Capuchino tricolor
20291,Lonchura malacca,et,ruskeamadiin
20291,Lonchura malacca,fi,kastanjamanikki
20291,Lonchura malacca,fr,Capucin à dos marron
