place_code,country_code,active,latin_name
GBSH,GBR,true,Shetland
GBSI,GBR,true,Isles of Scilly
GBSK,GBR,true,Suffolk
GBSL,GBR,true,Slough
GBSN,GBR,true,Swindon
GBSO,GBR,true,Somerset
GBSP,GBR,true,Shropshire
GBSR,GBR,true,Surrey
GBSS,GBR,true,Southend
GBST,GBR,false,Staffordshire
GBSU,GBR,true,Southampton
GBSW,GBR,true,Swansea
GBSX,GBR,false,Sussex
GBSY,GBR,true,South Yorkshire
GBTF,GBR,true,Telford and Wrekin
GBTH,GBR,true,Thurrock
GBTN,GBR,true,Torfaen
GBTQ,GBR,true,Torbay
GBTR,GBR,false,Tayside Region
GBTS,GBR,true,Stockton-on-Tees
GBTY,GBR,true,Tyne and Wear
GBU-,GBR,true,Northern Ireland
GBUA,GBR,true,Antrim
GBUB,GBR,true,Belfast
GBUD,GBR,false,Down
GBUF,GBR,true,Fermanagh
GBUL,GBR,true,Londonderry
GBUN,GBR,false,Antrim
GBUR,GBR,true,Armagh
GBUT,GBR,true,Tyrone
GBUW,GBR,true,Down
GBVG,GBR,true,Vale of Glamorgan
GBW-,GBR,true,Wales
GBWA,GBR,true,Warrington
GBWB,GBR,true,West Berkshire
GBWD,GBR,true,West Dunbartonshire
GBWI,GBR,true,Western Isles
GBWK,GBR,true,Warwickshire
GBWL,GBR,true,West Lothian
GBWM,GBR,true,West Midlands
GBWN,GBR,true,Windsor and Maidenhead
GBWO,GBR,true,Wokingham
GBWR,GBR,true,Worcestershire
GBWS,GBR,true,Wiltshire
GBWT,GBR,false,Wiltshire
GBWX,GBR,true,Wrexham
GBWY,GBR,true,West Yorkshire
GBXE,GBR,true,East Sussex
GBXW,GBR,true,West Sussex
GBYO,GBR,true,York
GR--,GRC,true,Greece
GR80,GRC,true,Aegean Islands
GR81,GRC,true,Ionian Islands
GR82,GRC,true,Kriti (Crete)
GR83,GRC,true,Makedonia
GR84,GRC,true,Peloponnisos
GR85,GRC,true,Ipeiros
GR86,GRC,true,Sterea Ellas
GR87,GRC,true,Thessalia
GR88,GRC,true,Thraki
HE--,CHE,true,Switzerland
HE90,CHE,false,Aargau & Luzern
HE91,CHE,false,"Appenzell, St. Gallen & Thurgau"
HE92,CHE,false,"Basselland, Baselstadt & Solothurn"
HE93,CHE,false,Bern
HE94,CHE,false,"Fribourg, Geneva, Neuchatel & Vaud"
HE95,CHE,false,"Glarus, Schwyz, Unterwalden, Uri & Zug"
HE96,CHE,false,Graub?nden
HE97,CHE,false,Schaffhausen & Zurich
HE98,CHE,false,Ticino
HE99,CHE,false,Valais
HEAG,CHE,true,Aargau
HEAI,CHE,true,Appenzell Innerrhoden
HEAR,CHE,true,Appenzell Ausserrhoden
HEBE,CHE,true,Bern/Berne
HEBL,CHE,true,Basselland
HEBS,CHE,true,Baselstadt
HEFR,CHE,true,Fribourg/Freiburg
HEGE,CHE,true,Gen?ve
HEGL,CHE,true,Glarus
HEGR,CHE,true,Graub?nden
HEJU,CHE,true,Jura
HELU,CHE,true,Luzern
HENE,CHE,true,Neuch?tel
HENW,CHE,true,Nidwalden
HEOW,CHE,true,Obwalden
HESG,CHE,true,St. Gallen
HESH,CHE,true,Schaffhausen
HESO,CHE,true,Solothurn
HESZ,CHE,true,Schwyz
HETG,CHE,true,Thurgau
HETI,CHE,true,Ticino
HEUR,CHE,true,Uri
HEVD,CHE,true,Vaud
HEVS,CHE,true,Valais
HEZG,CHE,true,Zug
HEZH,CHE,true,Z?rich
HG--,HUN,true,Hungary
HG3-,HUN,true,Hungary West
HG30,HUN,true,Baranya
HG31,HUN,true,Fej?r
HG32,HUN,true,Gy?r-Mosin-Sopron
HG33,HUN,true,Kom?rom-Esztergom
HG34,HUN,true,Somogy
HG35,HUN,true,Tolna
HG36,HUN,true,Vas
HG37,HUN,true,Veszpr?m
HG38,HUN,true,Zala
HG4-,HUN,true,Hungary East
HG40,HUN,true,B?cs-Kiskun
HG41,HUN,true,B?k?s
HG42,HUN,true,Borsod-Aba?j-Zempl?n
HG43,HUN,true,Csongr?d
HG44,HUN,true,Hajdu-Bihar
HG45,HUN,true,Heves
HG46,HUN,true,J?sz-Nagykun-Szolnok
HG47,HUN,true,N?gr?d
HG48,HUN,true,Pest
HG49,HUN,true,Szabolcs-Szatm?r-Bereg
HR--,HRV,true,Croatia
HR01,HRV,true,Central Croatia
HR02,HRV,true,Eastern Croatia
HR03,HRV,true,Mountain Croatia
HR04,HRV,true,Northern Croatian Coast
HR05,HRV,true,Southern Croatian Coast
IA--,ITA,true,Italy
IA0-,ITA,true,Alpine area
IA00,ITA,true,Belluno
IA01,ITA,true,Bergamo
IA02,ITA,true,Bolzano
IA03,ITA,true,Brescia
IA04,ITA,true,Como & Sondrio & Varese
IA05,ITA,true,Cuneo
IA06,ITA,true,Novara & Vercelli
IA07,ITA,true,Torino
IA08,ITA,true,Trento
IA09,ITA,true,Valle d'Aosta
IA1-,ITA,true,Po area
IA10,ITA,true,Alessandria & Asti
IA11,ITA,true,Bologna
IA12,ITA,true,Cremona & Mantova
IA13,ITA,true,Milano
IA14,ITA,true,Modena
IA15,ITA,true,Parma & Reggio n.Emilia
IA16,ITA,true,Pavia
IA17,ITA,true,Piacenza
IA18,ITA,true,Verona
IA19,ITA,true,Vicenza
IA2-,ITA,true,North Tyrrhenian
IA20,ITA,true,Arezzo
IA21,ITA,true,Firenze
IA22,ITA,true,Genova & Massa; Carrara & La Spezia
IA23,ITA,true,Grosseto
IA24,ITA,true,Imperia & Savona
IA25,ITA,true,Livorno & Pisa
IA26,ITA,true,Lucca & Pistoia
IA27,ITA,true,Siena
IA28,ITA,true,Terni
IA29,ITA,true,Viterbo
IA3-,ITA,true,North Adriatic
IA30,ITA,true,Ancona & Pesaro e Urbino
IA31,ITA,true,Ascoli Piceno & Macerata
IA32,ITA,true,Ferrara & Rovigo
IA33,ITA,true,Forli
IA34,ITA,true,Gorizia & Udine
IA35,ITA,true,Padova
IA36,ITA,true,Perugia
IA37,ITA,true,Ravenna
IA38,ITA,true,Treviso
IA39,ITA,true,Venezia
IA4-,ITA,true,South Tyrrhenian
IA40,ITA,true,Avellino
IA41,ITA,true,Benevento
IA42,ITA,true,Caserta & Napoli
IA43,ITA,true,Catanzaro
IA44,ITA,true,Cosenza
IA45,ITA,true,Frosinone & Latina
IA46,ITA,true,Potenza
IA47,ITA,true,Reggio di Calabria
IA48,ITA,true,Roma
IA49,ITA,true,Salerno
IA5-,ITA,true,South Adriatic
IA50,ITA,true,L?Aquila d.Abruzzi
IA51,ITA,true,Bari
IA52,ITA,true,Brindisi & Lecce
IA53,ITA,true,Campobasso
IA54,ITA,true,Chieti
IA55,ITA,true,Foggia
IA56,ITA,true,Matera
IA57,ITA,true,Pescara & Teramo
IA58,ITA,true,Rieti
IA59,ITA,true,Taranto (Ionio)
IA6-,ITA,true,Italian Islands
IA61,ITA,true,Elba
IA62,ITA,true,Sardegna (Sardinia)
IA63,ITA,true,Sicilia (including islands to W & N)
IA64,ITA,true,not used
IA65,ITA,true,Pantelleria
IA66,ITA,true,Isole Pelagie
IA76,ITA,true,Trieste
IS--,ISL,true,Iceland
IS01,ISL,true,Reykjav?k
IS02,ISL,true,Kj?sars?sla
IS03,ISL,true,Borgarfjar?ars?sla
IS04,ISL,true,M?ras?sla
IS05,ISL,true,Hnappadalss?sla
IS06,ISL,true,Sn?fellsness?sla
IS07,ISL,true,Dalas?sla
IS08,ISL,true,Austur-Bar?astrandas?sla
IS09,ISL,true,Vestur-Bar?astrandas?sla
IS10,ISL,true,Vestur-?safjar?ars?sla
IS11,ISL,true,Nor?ur-?safjar?ars?sla
IS12,ISL,true,Strandas?sla
IS13,ISL,true,Vestur-H?navatnss?sla
IS14,ISL,true,Austur-H?navatnss?sla
IS15,ISL,true,Skagafjar?ars?sla
IS16,ISL,true,Eyjafjar?ars?sla
IS17,ISL,true,Su?ur-?ingeyjars?sla
IS18,ISL,true,Nor?ur-?ingeyjars?sla
IS19,ISL,true,Nor?ur-M?las?sla
IS20,ISL,true,Su?ur-M?las?sla
IS21,ISL,true,Austur-Skaftafellss?sla
IS22,ISL,true,Vestur-Skaftafellss?sla
IS23,ISL,true,Rang?rvallas?sla
IS24,ISL,true,?rness?sla
IS25,ISL,true,Gullbringus?sla
IS26,ISL,true,Vestmannaeyjar
IS27,ISL,true,Mi?h?lendi
KN00,LUX,true,Luxembourg
KN29,LUX,false,Luxembourg
LI00,LTU,true,Lithuania
LV00,LVA,true,Latvia
MD00,MDA,true,Moldova
ME00,MNE,true,Montenegro
MK00,MKD,true,North Macedonia
ML00,MLT,true,Malta
NB00,GIB,true,Gibraltar
NB60,GIB,false,Gibraltar
NL--,NLD,true,Netherlands
NL00,NLD,true,Texel
NL01,NLD,true,Vlieland
NL02,NLD,true,Griend
NL03,NLD,true,Terschelling
NL04,NLD,true,Drenthe
NL05,NLD,true,Friesland
NL06,NLD,true,Gelderland
NL07,NLD,true,Groningen
NL08,NLD,true,Limburg
NL09,NLD,true,Noord-Brabant
NL11,NLD,true,Ameland
NL12,NLD,true,Schiermonnikoog
NL13,NLD,true,Rottumeroog
NL14,NLD,true,Noord-Holland
NL15,NLD,true,Overijssel
NL16,NLD,true,Utrecht
NL17,NLD,true,IJsselmeerpolders
NL18,NLD,true,Zeeland
NL19,NLD,true,Zuid-Holland
NO--,NOR,true,Norway
NO20,NOR,true,Akershus (Oslo included)
NO21,NOR,true,Aust-Agder
NO22,NOR,true,Buskerud
NO23,NOR,true,Finnmark
NO24,NOR,true,Hedmark
NO25,NOR,true,Hordaland (Bergen included)
NO26,NOR,true,M?re og Romsdal
NO27,NOR,true,Nordland
NO28,NOR,true,Nord-Tr0ndelag
NO29,NOR,true,Opland
NO30,NOR,true,?stfold
NO31,NOR,true,Rogaland
NO32,NOR,true,Sogn og Fjordane
NO33,NOR,true,S?r-Tr?ndelag
NO34,NOR,true,Telemark
NO35,NOR,true,Troms
NO36,NOR,true,Vest-Agder
NO37,NOR,true,Vestfold
PL--,POL,true,Poland
PL8-,POL,false,Poland (northwest)
PL80,POL,false,Bydgoszsz (Bromberg)
PL81,POL,false,Gdansk (Danzig)
PL82,POL,false,Koszalin (K?slin)
PL83,POL,false,Olsztyn (Allenstein)
PL84,POL,false,Poznan (Posen)
PL85,POL,false,Szczecin (Stettin)
PL86,POL,false,Zielona Gora (Gr?nberg)
PL9-,POL,false,Poland (southeast)
PL90,POL,false,Bialystok
PL91,POL,false,Kielce
PL92,POL,false,Krakow
PL93,POL,false,Lodz
PL94,POL,false,Lublin
PL95,POL,false,Opole (Oppeln)
PL96,POL,false,Rzeszow
PL97,POL,false,Stalinograd (Katowice)
PL98,POL,false,Warszawa (Warschau)
PL99,POL,false,Wroclaw (Breslau)
PLAL,POL,false,Koszalin
PLBB,POL,false,Bielsko-Biala
PLBE,POL,true,Lubelskie
PLBP,POL,false,Biala Podlaska
PLBT,POL,false,Bialystok
PLBU,POL,true,Lubuskie
PLBY,POL,false,Bydgoszcz
PLCH,POL,false,Chelm
PLCZ,POL,false,Czestochowa
PLDL,POL,false,Siedlce
PLDO,POL,true,Dolnoslaskie
PLDZ,POL,false,Sieradz
PLEL,POL,false,Elblag
PLGD,POL,false,Gdansk
PLGW,POL,false,Gorz?w Wielkopolski
PLHA,POL,false,Ciechan?w
PLHH,POL,false,Lodz
PLIC,POL,false,Katowice
PLIS,POL,false,Kalisz
PLJG,POL,false,Jelenia G?ra
PLKP,POL,true,Kujawsko-Pomorskie
PLKW,POL,false,Krak?w
PLLA,POL,false,Legnica
PLLC,POL,false,Kielce
PLLO,POL,true,L?dzkie
PLLS,POL,false,Leszno
PLLU,POL,false,Lublin
PLMP,POL,true,Malopolskie
PLMZ,POL,true,Mazowieckie
PLNS,POL,false,Nowy Sacz
PLOA,POL,false,Ostroleka
PLOE,POL,true,Opolskie
PLOL,POL,false,Olsztyn
PLOM,POL,false,Lomza
PLON,POL,false,Konin
PLOP,POL,false,Opole
PLPA,POL,false,Pila
PLPC,POL,true,Podkarpackie
PLPK,POL,false,Plock
PLPM,POL,true,Pomorskie
PLPN,POL,false,Poznam
PLPR,POL,false,Przemysl
PLPS,POL,true,Podlaskie
PLPT,POL,false,Piotrk?w Trybunalski
PLRM,POL,false,Radom
PLRN,POL,false,Skierniewice
PLRO,POL,false,Krosno
PLRZ,POL,false,Rzesz?w
PLSL,POL,true,Slaskie
PLSU,POL,false,Suwalki
PLSW,POL,true,Swietokrzyskie
PLSZ,POL,false,Szczecin
PLTG,POL,false,Tarnobrzeg
PLTO,POL,false,Torun
PLTV,POL,false,Tarn?w
PLUP,POL,false,Slupsk
PLWH,POL,false,Walbrzych
PLWI,POL,true,Wielkopolskie
PLWK,POL,false,Wloclawek
PLWM,POL,true,Warminsko-Mazurskie
PLWW,POL,false,Wroclaw
PLWZ,POL,false,Warszawa
PLZA,POL,false,Zamosc
PLZG,POL,false,Zielona G?ra
PLZP,POL,true,Zachodnio-Pomorskie
PO--,PRT,true,Portugal
PO01,PRT,true,Aveiro
PO02,PRT,true,Beja
PO03,PRT,true,Braga
PO04,PRT,true,Bragan?a
PO05,PRT,true,Castelo Branco
PO06,PRT,true,Coimbra
PO07,PRT,true,?vora
PO08,PRT,true,Faro
PO09,PRT,true,Guarda
PO10,PRT,true,Leiria
PO11,PRT,true,Lisboa
PO12,PRT,true,Portalegre
PO13,PRT,true,Porto
PO14,PRT,true,Santar?m
PO15,PRT,true,Set?bal
PO16,PRT,true,Viana do Castelo
PO17,PRT,true,Vila Real
PO18,PRT,true,Viseu
PO19,PRT,true,"Ilha da Terceira, Azores"
PO20,PRT,true,"Ilha do Faial, Azores"
PO21,PRT,true,"Ilha de S?o Miguel, Azores"
PO22,PRT,true,"Ilha da Madeira, Madeira"
PO23,PRT,true,"Ilha de Santa Maria, Azores"
PO24,PRT,true,"Ilha Graciosa, Azores"
PO25,PRT,true,"Ilha de S?o Jorge, Azores"
PO26,PRT,true,"Ilha do Pico, Azores"
PO27,PRT,true,"Ilha das Flores, Azores"
PO28,PRT,true,"Ilha do Corvo, Azores"
PO29,PRT,true,"Ilha de Porto Santo, Madeira"
RA48,ITA,true,Vatican City
RO--,ROU,true,Romania
RO5-,ROU,false,Romania (Northwest)
RO50,ROU,false,Arad
RO51,ROU,false,Baz?u
RO52,ROU,false,Baia Mare
RO53,ROU,false,Cluj (Kolozsv?r)
RO54,ROU,false,Hunedoara
RO55,ROU,false,Magyar Autonomous Region
RO56,ROU,false,Oradea (Nagyvarad)
RO57,ROU,false,Brasov (Orasul Stalin)
RO58,ROU,false,Suceava
RO59,ROU,false,Timisoara
RO6-,ROU,false,Romania (Southwest)
RO60,ROU,false,Barlad
RO61,ROU,false,Bucuresti (Bucharest)
RO62,ROU,false,Constanta
RO63,ROU,false,Craiova
RO64,ROU,false,Galati (Galatz)
RO65,ROU,false,Iasi (Jassy)
RO66,ROU,false,Pitesti
RO67,ROU,false,Ploesti
ROAB,ROU,true,Alba
ROAG,ROU,true,Arges
ROAR,ROU,true,Arad
ROB-,ROU,true,Bucuresti
ROBC,ROU,true,Bacau
ROBH,ROU,true,Bihor
ROBN,ROU,true,Bistrita-Nasaud
ROBR,ROU,true,Braila
ROBT,ROU,true,Botosani
ROBV,ROU,true,Brasov
ROBZ,ROU,true,Buzau
ROCJ,ROU,true,Cluj
ROCL,ROU,true,Calarasi
ROCS,ROU,true,Caras-Severin
ROCT,ROU,true,Constanta
ROCV,ROU,true,Covasna
RODB,ROU,true,Dambovita
RODJ,ROU,true,Dolj
ROGJ,ROU,true,Gorj
ROGL,ROU,true,Galati
ROGR,ROU,true,Giurgiu
ROHD,ROU,true,Hunedoara
ROHR,ROU,true,Harghita
ROIF,ROU,true,Ilfov
ROIL,ROU,true,Ialomita
ROIS,ROU,true,Iasi
ROMH,ROU,true,Mehedinti
ROMM,ROU,true,Maramures
ROMS,ROU,true,Mures
RONT,ROU,true,Neamt
ROOT,ROU,true,Olt
ROPH,ROU,true,Prahova
ROSB,ROU,true,Sibiu
ROSJ,ROU,true,Salaj
ROSM,ROU,true,Satu Mare
ROSV,ROU,true,Suceava
ROTL,ROU,true,Tulcea
ROTM,ROU,true,Timis
ROTR,ROU,true,Teleorman
ROVL,ROU,true,Valcea
ROVN,ROU,true,Vrancea
ROVS,ROU,true,Vaslui
RS--,SRB,true,Serbia
RS74,SRB,true,Kosovo
RS77,SRB,true,Serbia
RS78,SRB,true,Vojvodina
RU--,RUS,true,Russia
RU01,RUS,true,Murmansk O.
RU02,RUS,true,Karelia
RU03,RUS,true,Leningrad O.
RU04,RUS,true,Kaliningrad O.
RU05,RUS,true,Pskov O.
RU06,RUS,true,Novgorod O.
RU07,RUS,true,Arkhangelsk O.
RU08,RUS,true,Nenets A.O.
RU09,RUS,true,Komi
RU10,RUS,true,Franz Josef Land
RU11,RUS,true,Novaya Zemlya
RU12,RUS,true,Vologda O.
RU13,RUS,true,Yaroslavl' O.
RU14,RUS,true,Tver' O.
RU15,RUS,true,Kostroma O.
RU16,RUS,true,Ivanovo O.
RU17,RUS,true,Moscow O.
RU18,RUS,true,Vladimir O.
RU19,RUS,true,Smolensk O.
RU20,RUS,true,Kaluga O.
RU21,RUS,true,Tula O.
RU22,RUS,true,Ryazan' O.
RU23,RUS,true,Kirov O.
RU24,RUS,true,Perm' O.
RU25,RUS,true,Udmurtia
RU26,RUS,true,Nizhniy Novgorod O.
RU27,RUS,true,Mariy El
RU28,RUS,true,Chuvashia
RU29,RUS,true,Mordovia O.
RU30,RUS,true,Tataria
RU31,RUS,true,Ul'yanovsk O.
RU32,RUS,true,Penza O.
RU33,RUS,true,Samara O.
RU34,RUS,true,Saratov O.
RU35,RUS,true,Bryansk O.
RU36,RUS,true,Orel O.
RU37,RUS,true,Kursk O.
RU38,RUS,true,Lipetsk O.
RU39,RUS,true,Tambov O.
RU40,RUS,true,Voronezh O.
RU41,RUS,true,Belgorod O.
RU42,RUS,true,Volgograd O.
RU43,RUS,true,Rostov O.
RU44,RUS,true,Astrakhan' O.
RU45,RUS,true,Kalmykia
RU46,RUS,true,Krasnodar
RU47,RUS,true,Stavropol' O.
RU48,RUS,true,Karachayevo-Cherkessia
RU49,RUS,true,Kabardino-Balkaria
RU50,RUS,true,Severnaya Osetia
RU51,RUS,true,Ingushetia
RU52,RUS,true,Chechnya
RU53,RUS,true,Dagestan
RU54,RUS,true,SVERDLOVSK O.
RU55,RUS,true,Kurgan O.
RU56,RUS,true,Chelyabinsk O.
RU57,RUS,true,Bashkiria
RU58,RUS,true,Orenburg O.
RU60,RUS,true,Yamal-Nenets A.O.
RU61,RUS,true,Khanty-Mansi A.O.
RU62,RUS,true,Tyumen' O.
RU63,RUS,true,Omsk O.
RU64,RUS,true,Tomsk O.
RU65,RUS,true,Novosibirsk O.
RU66,RUS,true,Kemerovo O.
RU67,RUS,true,Altay (incl. Gorno-Altaysk)
RU68,RUS,true,Severnaya Zemlya Islands
RU69,RUS,true,Taymyr A.O.
RU70,RUS,true,Evenkiy A.O.
RU71,RUS,true,Krasnoyarsk
RU72,RUS,true,Khakassia
RU73,RUS,true,Tuva
RU74,RUS,true,Irkutsk O.
RU75,RUS,true,Buryatia
RU76,RUS,true,Chita O.
RU77,RUS,true,Novosibirskiye Islands
RU78,RUS,true,Yakutia-Sakha
RU79,RUS,true,Wrangel Island
RU80,RUS,true,Chukotka
RU81,RUS,true,Magadan O.
RU82,RUS,true,Kamchatka O.
RU83,RUS,true,Amur O.
RU84,RUS,true,Khabarovsk
RU85,RUS,true,Primorskiy
RU86,RUS,true,Sakhalin O.
RU87,RUS,true,Kuril Islands
RUBS,RUS,true,Baikal Region
RUCB,RUS,true,Central Blacksoil Region
RUCE,RUS,true,Centre of European Russia
RUCS,RUS,true,Central Siberia
RUFE,RUS,true,Far East
RUMV,RUS,true,Middle Volga
RUNC,RUS,true,North Caucasus
RUNE,RUS,true,North-East
RUNR,RUS,true,North of European Russia
RUNW,RUS,true,North-West European Russia
RUSS,RUS,true,South-Western Siberia
RUSU,RUS,true,Southern Ural
RUVD,RUS,true,Volgo-Don Region
RUVV,RUS,true,Volgo-Vyatka Region
RUWS,RUS,true,Western Siberia
RUYS,RUS,true,Yakutia
SF--,FIN,true,Finland
SF80,FIN,true,H?me
SF81,FIN,true,Kuopio
SF82,FIN,true,Kymi
SF83,FIN,true,Lappi
SF84,FIN,true,Mikkeli
SF85,FIN,true,Oulu
SF86,FIN,true,Turku-Pori
SF87,FIN,true,Uusimaa
SF88,FIN,true,Vaasa
SF90,FIN,true,Ahvenanmaa
SK--,SVK,true,Slovakia
SK20,SVK,false,Banskobystricky Kraj
SK21,SVK,false,Bratislavsky Kraj
SK24,SVK,false,Ko?icky Kraj
SK25,SVK,false,Nitriansky Kraj
SK28,SVK,false,Pre?ovsky Kraj
SK29,SVK,false,Zilinsky Kraj
SKBA,SVK,true,Bratislava I; II; III; IV; V
SKBB,SVK,true,Banska Bystrica
SKBJ,SVK,true,Bardejov
SKBN,SVK,true,Banovce nad Bebravou
SKBR,SVK,true,Brezno
SKBS,SVK,true,Banska ?tiavnica
SKBY,SVK,true,Bytca
SKCA,SVK,true,Cadca
SKDK,SVK,true,Dolny Kubin
SKDS,SVK,true,Dunajska Streda
SKDT,SVK,true,Detva
SKGA,SVK,true,Galanta
SKGL,SVK,true,Gelnica
SKHC,SVK,true,Hlohovec
SKHE,SVK,true,Humenne
SKIL,SVK,true,Ilava
SKKA,SVK,true,Krupina
SKKE,SVK,true,Kosice I; II; III; IV
SKKK,SVK,true,Kezmarok
SKKM,SVK,true,Kysucke Nove Mesto
SKKN,SVK,true,Komarna
SKKS,SVK,true,Kosice;okolie
SKLC,SVK,true,Lucenec
SKLE,SVK,true,Levoca
SKLM,SVK,true,Liptovsky Mikulas
SKLV,SVK,true,Levice
SKMA,SVK,true,Malacky
SKMI,SVK,true,Michalovce
SKML,SVK,true,Medzilaborce
SKMT,SVK,true,Martin
SKMY,SVK,true,Myjava
SKNM,SVK,true,Nove Mesto nad Vahom
SKNO,SVK,true,Namestovo
SKNR,SVK,true,Nitra
SKNZ,SVK,true,Nove Zamky
SKPB,SVK,true,Povazska Bystrica
SKPD,SVK,true,Prievidza
SKPE,SVK,true,Partizanske
SKPI,SVK,true,Piestany
SKPK,SVK,true,Pezinok
SKPO,SVK,true,Presov
SKPP,SVK,true,Poprad
SKPT,SVK,true,Poltar
SKPU,SVK,true,Puchov
SKRA,SVK,true,Revuca
SKRK,SVK,true,Ruzomberok
SKRS,SVK,true,Rimavska Sobota
SKRV,SVK,true,Roznava
SKSA,SVK,true,Sala
SKSB,SVK,true,Sabinov
SKSC,SVK,true,Senec
SKSE,SVK,true,Senica
SKSI,SVK,true,Skalica
SKSK,SVK,true,Svidnik
SKSL,SVK,true,Stara Lubovna
SKSN,SVK,true,Spisska Nova Ves
SKSO,SVK,true,Sobrance
SKSP,SVK,true,Stropkov
SKSV,SVK,true,Snina
SKTN,SVK,true,Trencin
SKTO,SVK,true,Topolcany
SKTR,SVK,true,Turcianske Teplice
SKTS,SVK,true,Tvrdosin
SKTT,SVK,true,Trnava
SKTV,SVK,true,Trebisov
SKVK,SVK,true,Velky Krtis
SKVT,SVK,true,Vranov nad Toplou
SKZA,SVK,true,Zilina
SKZC,SVK,true,Zarnovica
SKZH,SVK,true,Ziar nad Hronom
SKZM,SVK,true,Zlate Moravce
SKZV,SVK,true,Zvolen
SL00,SVN,true,Slovenia
SU2-,BLR,false,Belarus
SU20,BLR,false,Brest O.
SU22,BLR,false,Gomel O.
SU23,BLR,false,Grodno O.
SU25,BLR,false,Minsk O.
SU26,BLR,false,Mogilev O.
SU28,BLR,false,Vitebsk O.
SV40,SWE,true,Alvsborg
SV41,SWE,true,Blekinge
SV42,SWE,true,G?vleborg
SV43,SWE,true,G?teborg och Bohus
SV44,SWE,true,Halland
SV45,SWE,true,J?mtland
SV46,SWE,true,J?nk?ping
SV47,SWE,true,Kalmar
SV48,SWE,true,Kopparberg
SV49,SWE,true,Kristianstad
SV50,SWE,true,Kronoberg
SV51,SWE,true,Malm?hus
SV52,SWE,true,Norrbotten
SV53,SWE,true,?rebro
SV54,SWE,true,?sterg?tland
SV55,SWE,true,Skaraborg
SV56,SWE,true,S?dermanland
SV57,SWE,true,Stockholm
SV58,SWE,true,Uppsala
SV59,SWE,true,V?rmland
SV60,SWE,true,V?sterbotten
SV61,SWE,true,V?sternorrland
SV62,SWE,true,V?stmanland
SV63,SWE,true,Sk?ne
SV64,SWE,true,V?stra G?taland
SV70,SWE,true,Gotland
SV71,SWE,true,?land
TU00,TUR,true,Turkey
UK--,UKR,true,Ukraine
UK50,UKR,true,Cherkassy O.
UK51,UKR,true,Chernigiv O.
UK52,UKR,true,Chernivtsy O.
UK53,UKR,true,Dnipropetrovsk O.
UK54,UKR,true,Donetsk O.
UK55,UKR,true,Kharkiv O.
UK56,UKR,true,Kherson O.
UK57,UKR,true,Khmel'nitskiy O.
UK58,UKR,true,Kirovograd O.
UK59,UKR,true,Kyiv O.
UK60,UKR,true,Krym
UK61,UKR,true,Lugansk O.
UK62,UKR,true,Volynska O.
UK63,UKR,true,Lviv O.
UK65,UKR,true,Mikolayiv O.
UK66,UKR,true,Odesa O.
UK67,UKR,true,Poltava O.
UK68,UKR,true,Rivne O.
UK69,UKR,true,Ivano-Frankivsk O.
UK70,UKR,true,Sumy O.
UK71,UKR,true,Ternopil' O.
UK72,UKR,true,Zakarpatska O.
UK73,UKR,true,Vinnitsa O.
UK74,UKR,true,Zaporizhzhya O.
UK75,UKR,true,Zhitomir O.
WR80,MCO,true,Monaco
ZA33,SMR,true,San Marino
